LogID,EmployeeID,ProjectID,Date,HoursWorked
18030,4734,34,2024-10-11,3
18031,2141,157,2025-01-09,1
18032,4736,187,2024-08-30,8
18033,3014,35,2024-07-16,1
18034,1662,105,2024-06-14,7
18035,5972,88,2024-02-29,3
18036,1012,176,2024-09-20,6
18037,1388,63,2025-01-10,4
18038,4024,66,2024-05-02,1
18039,4834,168,2025-02-08,7
18040,2920,111,2024-09-23,2
18041,5492,144,2024-07-12,3
18042,3593,113,2024-12-04,8
18043,3709,65,2024-09-13,6
18044,5736,126,2024-02-29,1
18045,1100,186,2024-06-22,4
18046,5553,35,2024-03-02,6
18047,5077,197,2025-02-12,2
18048,3772,116,2024-03-19,8
18049,5170,189,2025-02-10,4
18050,3378,143,2024-11-21,2
18051,2864,67,2025-02-19,2
18052,5020,28,2025-02-17,6
18053,5271,92,2024-06-11,1
18054,4759,77,2024-04-08,7
18055,5593,185,2024-12-16,8
18056,5524,6,2024-08-09,4
18057,1035,4,2024-04-02,6
18058,3167,116,2025-01-31,6
18059,4640,101,2024-12-19,3
18060,4973,98,2024-07-19,4
18061,4381,133,2024-06-27,3
18062,4177,169,2024-08-25,6
18063,1176,112,2024-09-21,3
18064,3154,75,2024-10-03,3
18065,5688,31,2024-05-03,4
18066,2587,139,2024-09-29,8
18067,4659,64,2024-03-18,1
18068,4003,190,2025-01-04,2
18069,1953,36,2024-04-14,6
18070,5957,126,2024-10-06,2
18071,3872,12,2025-01-20,5
18072,5330,88,2024-07-05,5
18073,3715,83,2025-01-21,2
18074,4657,129,2024-07-22,4
18075,3979,6,2024-07-05,2
18076,2810,194,2024-12-27,7
18077,3807,58,2024-03-27,4
18078,5152,20,2024-09-14,2
18079,4760,121,2024-09-13,7
18080,4329,106,2024-08-09,3
18081,3971,12,2024-03-22,4
18082,5909,10,2024-10-28,2
18083,4135,48,2024-04-04,6
18084,2960,103,2025-01-11,1
18085,1806,127,2024-06-18,4
18086,4101,8,2024-09-11,7
18087,2576,162,2024-08-04,3
18088,4731,3,2024-03-06,7
18089,1600,49,2024-03-12,1
18090,3616,147,2025-01-24,7
18091,4372,114,2024-10-30,1
18092,1612,167,2024-07-09,2
18093,2950,187,2024-12-16,7
18094,1561,67,2024-03-07,4
18095,3547,70,2024-02-21,8
18096,1627,34,2024-11-24,3
18097,3812,146,2024-10-11,7
18098,2611,150,2024-05-01,4
18099,4263,52,2024-05-31,1
18100,4783,11,2024-06-03,2
18101,1675,194,2024-10-07,3
18102,4723,188,2024-11-19,7
18103,1049,24,2024-10-25,4
18104,2387,7,2024-04-30,7
18105,2903,71,2024-09-10,6
18106,5723,52,2024-08-11,7
18107,4568,88,2024-09-24,2
18108,5373,32,2025-01-09,7
18109,3095,52,2025-01-30,3
18110,4843,32,2024-08-28,5
18111,5312,172,2024-07-04,6
18112,1230,25,2024-10-25,3
18113,4493,51,2024-08-17,5
18114,2686,175,2024-03-10,8
18115,2311,97,2024-10-20,8
18116,5142,161,2024-05-20,8
18117,1633,119,2024-10-26,2
18118,3423,38,2024-02-26,7
18119,3751,164,2024-12-16,3
18120,1333,182,2024-04-14,1
18121,2880,80,2024-10-05,1
18122,1507,25,2024-05-06,1
18123,5213,70,2024-02-26,2
18124,1943,155,2024-04-07,1
18125,1636,75,2024-03-30,8
18126,2590,29,2024-11-29,4
18127,2463,94,2025-01-25,2
18128,2992,179,2024-04-18,3
18129,5965,27,2024-07-01,7
18130,2735,71,2024-10-23,7
18131,3264,2,2024-02-25,5
18132,1113,9,2024-03-15,2
18133,3264,115,2024-10-27,5
18134,1427,88,2024-09-03,1
18135,2067,156,2024-07-21,1
18136,3812,111,2025-01-09,2
18137,5380,174,2024-10-19,4
18138,1834,147,2024-03-05,3
18139,1230,15,2024-08-29,5
18140,5481,2,2024-06-05,6
18141,5255,49,2024-04-26,1
18142,1824,142,2024-09-28,8
18143,3519,146,2024-12-08,6
18144,4668,74,2024-02-28,4
18145,5304,6,2024-07-24,5
18146,5270,21,2024-11-02,3
18147,2824,23,2024-10-26,2
18148,2105,145,2024-10-10,2
18149,2042,39,2024-07-02,6
18150,1708,63,2024-04-17,5
18151,2384,50,2024-04-30,5
18152,2892,98,2024-04-22,1
18153,2303,199,2024-05-18,7
18154,4022,6,2025-01-15,6
18155,1677,65,2024-05-03,5
18156,3565,146,2024-07-27,7
18157,4323,35,2024-10-11,5
18158,5758,107,2024-05-11,6
18159,2564,47,2025-01-03,6
18160,2261,67,2024-04-06,8
18161,4204,65,2024-10-23,1
18162,3354,131,2024-09-24,7
18163,1358,15,2024-02-26,8
18164,4235,123,2024-07-18,6
18165,1419,142,2024-04-25,7
18166,5738,37,2025-01-29,6
18167,4956,17,2024-03-07,1
18168,2594,115,2024-02-25,6
18169,5603,16,2024-12-19,8
18170,2386,29,2024-08-31,6
18171,5408,147,2024-10-25,6
18172,3752,20,2024-05-05,3
18173,1245,92,2024-02-27,6
18174,5573,149,2025-02-19,2
18175,1615,151,2024-04-12,6
18176,1250,198,2024-12-31,3
18177,4094,116,2024-05-31,2
18178,2596,127,2024-12-21,6
18179,2930,72,2024-04-27,3
18180,1511,111,2025-02-05,6
18181,4968,139,2024-07-18,8
18182,5870,55,2024-10-29,4
18183,2366,189,2024-11-21,2
18184,1924,37,2024-08-02,5
18185,1074,138,2024-04-13,1
18186,1809,17,2024-05-30,6
18187,3879,76,2024-11-18,3
18188,3268,50,2024-12-28,7
18189,3127,115,2024-09-30,5
18190,5331,17,2024-08-13,3
18191,3205,102,2024-07-10,2
18192,4680,43,2024-05-22,2
18193,5738,154,2024-08-20,6
18194,5717,152,2024-12-23,1
18195,4659,194,2024-12-01,5
18196,1985,34,2024-10-23,3
18197,2299,88,2024-06-10,3
18198,4745,58,2024-02-29,2
18199,4281,124,2024-11-16,8
18200,4956,86,2024-12-30,4
18201,3654,126,2024-06-25,5
18202,4688,93,2024-08-30,5
18203,3963,84,2025-01-28,7
18204,3947,16,2024-12-19,8
18205,4046,144,2024-11-14,5
18206,1860,130,2024-03-26,3
18207,3086,192,2024-12-29,4
18208,3728,130,2024-10-26,7
18209,1377,42,2024-12-12,6
18210,5472,4,2024-06-06,4
18211,5691,10,2024-06-17,5
18212,3795,115,2024-07-20,5
18213,2066,23,2024-11-03,1
18214,4683,152,2024-10-09,4
18215,3008,74,2024-07-11,3
18216,4202,60,2025-02-04,3
18217,2052,143,2024-07-27,8
18218,1629,27,2024-11-09,2
18219,3374,92,2024-12-17,3
18220,4975,78,2025-02-06,7
18221,2184,7,2024-08-30,7
18222,5842,39,2024-05-29,5
18223,2278,198,2024-03-10,5
18224,2952,35,2024-11-25,3
18225,4922,144,2024-07-16,7
18226,4425,154,2024-09-17,4
18227,2326,68,2025-02-04,5
18228,2172,189,2024-08-29,4
18229,5317,138,2024-12-22,3
18230,4770,105,2024-05-10,7
18231,2872,154,2024-07-09,1
18232,4632,13,2024-10-27,8
18233,3311,43,2024-06-17,6
18234,3344,117,2024-05-28,5
18235,4387,114,2025-02-18,1
18236,4068,155,2024-07-13,4
18237,3340,12,2024-05-15,7
18238,1684,187,2024-05-28,7
18239,1876,170,2024-06-27,6
18240,2055,160,2024-11-27,7
18241,4754,144,2024-03-16,6
18242,3603,178,2024-06-08,6
18243,5015,163,2024-07-16,1
18244,1349,123,2024-10-31,4
18245,5315,150,2024-08-04,2
18246,2023,199,2025-02-02,4
18247,1450,91,2024-09-20,2
18248,1504,82,2024-09-15,3
18249,1086,169,2024-11-03,1
18250,4323,47,2025-01-04,2
18251,1523,139,2024-07-31,3
18252,4152,120,2024-07-06,6
18253,4693,103,2025-02-14,3
18254,3509,7,2025-01-24,2
18255,1630,63,2024-09-06,7
18256,1018,93,2024-05-07,6
18257,2269,128,2024-11-04,2
18258,2177,196,2024-12-06,2
18259,2633,110,2025-01-23,4
18260,5596,17,2024-06-02,5
18261,5554,153,2024-09-03,4
18262,4770,122,2024-05-07,4
18263,4614,59,2024-12-21,8
18264,1115,37,2024-06-14,6
18265,1753,74,2024-09-25,2
18266,5865,182,2024-12-03,1
18267,3401,108,2025-01-17,4
18268,2871,111,2024-05-18,4
18269,3589,12,2024-11-02,7
18270,1322,145,2025-02-18,4
18271,5322,9,2025-02-13,8
18272,4828,32,2024-07-06,1
18273,5457,82,2024-10-31,7
18274,1834,185,2024-09-19,7
18275,5208,136,2024-08-04,3
18276,1212,107,2024-10-21,3
18277,2257,161,2024-04-22,4
18278,1159,140,2025-01-16,5
18279,3620,162,2024-07-30,8
18280,2348,195,2025-01-08,8
18281,4165,180,2024-08-30,4
18282,4213,129,2024-05-13,7
18283,1911,157,2024-08-06,5
18284,3452,133,2024-07-21,5
18285,4804,38,2025-01-07,1
18286,1404,21,2024-06-15,6
18287,2842,59,2024-09-08,3
18288,3649,120,2024-06-20,6
18289,2691,94,2024-05-23,8
18290,4486,20,2024-04-19,5
18291,2257,95,2024-03-02,7
18292,5289,43,2025-01-19,1
18293,4185,62,2024-11-03,8
18294,2643,165,2024-12-31,2
18295,4353,2,2024-08-16,1
18296,1523,191,2024-08-21,7
18297,5446,74,2024-07-10,4
18298,2945,43,2024-09-10,2
18299,4572,30,2024-08-20,6
18300,2561,167,2024-02-21,1
18301,5748,194,2025-02-12,2
18302,5731,3,2024-09-04,8
18303,4595,99,2025-02-03,7
18304,1593,129,2024-10-13,1
18305,4894,129,2024-06-11,1
18306,3669,29,2024-05-24,5
18307,4903,9,2024-04-21,5
18308,1756,117,2024-12-16,4
18309,2300,140,2025-01-28,4
18310,1497,57,2024-10-29,4
18311,5869,140,2024-07-27,6
18312,3422,150,2024-12-15,3
18313,2599,83,2024-12-28,7
18314,5280,107,2024-10-13,4
18315,5128,116,2024-09-24,8
18316,5379,167,2024-05-14,4
18317,5932,84,2024-11-01,5
18318,4591,178,2025-01-06,2
18319,5782,110,2024-10-28,7
18320,1462,188,2024-05-27,1
18321,5967,164,2024-06-15,1
18322,1368,90,2024-05-24,1
18323,3706,190,2025-01-23,2
18324,4324,79,2024-11-29,6
18325,1166,58,2024-08-05,3
18326,4687,58,2024-10-08,6
18327,5083,168,2024-11-14,7
18328,4048,44,2024-06-29,5
18329,2729,124,2025-01-21,6
18330,5698,99,2024-09-14,6
18331,4670,63,2024-03-03,7
18332,4175,151,2024-07-07,3
18333,3174,21,2024-02-29,5
18334,1038,144,2024-12-12,2
18335,5444,98,2024-11-27,8
18336,3022,68,2024-12-22,7
18337,1734,8,2024-06-17,5
18338,5522,46,2024-06-22,1
18339,1648,146,2024-12-26,5
18340,4303,151,2024-03-14,6
18341,1320,82,2024-07-09,4
18342,5608,37,2024-11-25,8
18343,3554,64,2024-03-03,8
18344,4179,80,2024-10-08,2
18345,2723,82,2024-04-27,1
18346,2757,179,2024-09-13,8
18347,4679,35,2024-06-03,4
18348,4779,20,2024-07-24,5
18349,3516,123,2024-08-17,4
18350,4848,20,2024-04-24,7
18351,1938,160,2024-11-30,1
18352,1765,75,2025-01-04,2
18353,1653,63,2024-02-23,2
18354,5081,77,2024-03-10,6
18355,4603,98,2024-08-15,3
18356,3130,13,2024-05-06,6
18357,5577,71,2024-06-07,3
18358,4965,97,2024-04-26,5
18359,5612,86,2025-02-10,2
18360,1187,155,2024-12-10,7
18361,1146,95,2024-10-11,8
18362,5248,168,2024-12-10,4
18363,2387,198,2024-05-06,5
18364,5189,59,2024-09-27,2
18365,3588,157,2024-03-08,2
18366,3697,158,2024-11-16,6
18367,5013,35,2024-08-19,4
18368,5698,96,2024-08-11,3
18369,1049,183,2024-05-18,8
18370,4330,69,2025-02-09,1
18371,4590,3,2024-12-02,7
18372,3589,170,2024-08-28,7
18373,4482,39,2025-02-06,4
18374,1775,44,2024-04-15,6
18375,5642,115,2025-01-12,1
18376,2261,194,2024-10-06,6
18377,1650,183,2024-06-21,7
18378,4440,31,2024-06-03,7
18379,4049,161,2024-10-23,1
18380,3024,142,2024-12-22,4
18381,2081,98,2025-02-12,2
18382,5271,177,2024-07-03,2
18383,3075,29,2024-11-05,8
18384,5243,8,2024-10-21,4
18385,5964,77,2024-11-12,3
18386,3313,49,2024-02-21,3
18387,4475,144,2024-05-23,3
18388,3306,89,2024-09-25,6
18389,4261,188,2025-02-13,8
18390,3875,168,2024-03-02,2
18391,5839,161,2024-03-15,3
18392,5806,3,2024-08-01,5
18393,4311,13,2024-04-13,2
18394,2351,174,2024-06-29,7
18395,2094,26,2024-09-24,8
18396,4777,162,2024-07-05,7
18397,4097,139,2024-04-02,5
18398,2855,33,2024-07-06,5
18399,3267,87,2024-03-05,2
18400,1561,168,2024-11-08,3
18401,5988,39,2024-04-11,1
18402,5693,174,2024-11-13,2
18403,5546,113,2024-11-16,1
18404,3384,42,2024-10-24,6
18405,2826,129,2024-02-21,5
18406,2684,67,2024-06-15,4
18407,2199,197,2024-07-02,2
18408,2010,152,2024-02-28,1
18409,2772,167,2024-11-01,4
18410,2708,110,2024-05-01,8
18411,5536,182,2024-09-25,3
18412,3273,109,2024-03-27,3
18413,3613,176,2024-06-20,2
18414,5342,20,2024-05-11,5
18415,2543,130,2024-07-02,7
18416,2238,136,2024-05-18,1
18417,3976,66,2025-01-28,6
18418,2725,116,2024-03-16,2
18419,3264,171,2024-04-14,8
18420,1283,82,2025-02-06,2
18421,3621,120,2024-08-18,7
18422,4287,195,2024-10-08,3
18423,1172,44,2024-06-01,7
18424,4457,130,2024-12-15,2
18425,2883,112,2024-11-11,2
18426,3276,34,2024-11-12,8
18427,3622,6,2024-11-07,1
18428,1601,47,2024-11-11,8
18429,4791,51,2024-05-20,1
18430,3024,21,2025-01-05,6
18431,1467,110,2024-05-16,8
18432,4951,80,2024-12-07,1
18433,4890,189,2024-08-28,1
18434,5393,66,2024-10-17,1
18435,3593,16,2025-01-18,5
18436,2020,160,2025-01-08,5
18437,2548,38,2024-12-10,2
18438,5757,16,2024-06-27,2
18439,5750,183,2024-05-03,5
18440,5898,136,2024-03-21,3
18441,5437,111,2024-12-25,5
18442,1704,191,2024-11-26,2
18443,1853,27,2024-11-27,1
18444,1306,4,2025-02-05,6
18445,4579,181,2024-03-30,7
18446,2934,160,2024-04-03,2
18447,2788,85,2024-04-15,3
18448,4788,14,2024-05-22,5
18449,1874,114,2024-11-01,1
18450,2582,115,2024-07-05,5
18451,4958,69,2024-09-30,5
18452,5591,94,2024-03-02,8
18453,4333,85,2024-06-05,2
18454,2686,24,2025-01-22,1
18455,2606,87,2024-04-24,1
18456,1896,32,2024-07-24,3
18457,4264,58,2024-07-08,6
18458,4425,184,2024-05-01,2
18459,4854,20,2025-01-28,6
18460,3347,130,2024-08-16,7
18461,4532,73,2025-01-02,6
18462,3475,45,2024-06-01,2
18463,2862,15,2024-04-17,4
18464,3764,130,2024-09-21,7
18465,5853,193,2024-08-06,2
18466,1031,175,2025-01-11,7
18467,5008,85,2024-11-08,5
18468,4456,73,2024-07-16,6
18469,1243,41,2025-02-05,7
18470,5782,91,2024-05-01,2
18471,2499,166,2024-12-29,5
18472,5669,52,2024-11-05,7
18473,4423,121,2024-07-02,6
18474,5004,50,2024-04-03,4
18475,2660,20,2024-11-14,3
18476,4229,86,2024-03-10,1
18477,1599,17,2024-09-10,2
18478,3196,62,2024-07-10,7
18479,1070,50,2024-08-30,5
18480,2394,66,2024-05-16,7
18481,4660,63,2024-09-12,8
18482,2650,79,2024-05-04,8
18483,3282,113,2024-09-22,5
18484,4683,137,2024-11-23,3
18485,3684,161,2024-11-08,3
18486,5563,173,2024-07-04,6
18487,5653,161,2024-07-04,2
18488,5990,132,2024-06-12,6
18489,5932,123,2024-07-01,4
18490,2311,193,2024-03-22,1
18491,5714,137,2024-05-30,3
18492,5230,93,2024-10-22,4
18493,5104,104,2024-12-09,7
18494,3076,119,2024-08-05,6
18495,1783,74,2024-03-06,7
18496,4807,121,2024-12-25,7
18497,2334,151,2024-10-11,1
18498,4718,107,2025-01-04,7
18499,5637,127,2025-02-06,3
18500,2058,1,2024-10-20,3
18501,3055,112,2024-03-22,5
18502,4402,144,2024-10-04,5
18503,3110,70,2024-05-20,5
18504,4158,147,2024-06-24,2
18505,4797,162,2024-03-27,8
18506,4649,113,2024-03-21,3
18507,2321,81,2024-08-23,4
18508,5418,60,2024-11-04,6
18509,4700,63,2025-02-04,7
18510,1733,188,2025-02-12,6
18511,4634,49,2024-06-17,1
18512,4550,75,2024-07-02,6
18513,4663,93,2025-01-06,6
18514,5645,60,2024-07-07,3
18515,1605,28,2024-06-20,8
18516,2723,77,2024-12-09,6
18517,3405,132,2024-11-11,2
18518,4483,180,2024-05-15,7
18519,3813,80,2024-11-13,5
18520,2582,54,2024-08-14,3
18521,3279,162,2024-11-17,8
18522,3351,16,2024-03-03,6
18523,4624,84,2025-02-12,6
18524,1715,102,2024-12-13,8
18525,1925,35,2024-07-31,8
18526,4163,36,2024-04-12,5
18527,5154,81,2024-08-22,4
18528,5530,165,2024-05-02,4
18529,5079,87,2024-09-18,7
18530,3570,174,2025-01-13,5
18531,3816,182,2024-04-01,7
18532,5579,35,2024-07-30,1
18533,5463,183,2024-08-14,8
18534,1889,134,2024-05-07,6
18535,4479,65,2024-05-26,3
18536,4590,127,2024-08-09,7
18537,2724,104,2024-05-27,4
18538,2259,193,2024-07-18,8
18539,1411,3,2024-03-28,5
18540,3231,45,2025-01-12,7
18541,4195,179,2024-04-14,2
18542,3206,79,2025-01-13,7
18543,3061,98,2024-03-24,1
18544,4899,25,2024-11-05,5
18545,3614,81,2024-06-22,5
18546,2813,55,2025-01-07,7
18547,2803,66,2024-08-22,2
18548,4907,6,2024-07-14,7
18549,1678,151,2024-08-02,8
18550,3911,50,2024-11-25,1
18551,5714,77,2024-11-26,8
18552,3252,97,2024-12-12,8
18553,4005,138,2025-01-22,5
18554,1795,35,2024-12-06,4
18555,1729,86,2024-04-24,7
18556,2694,77,2024-12-11,4
18557,5735,197,2024-08-03,2
18558,1191,70,2024-05-29,2
18559,5995,105,2025-01-27,2
18560,2997,140,2024-03-30,6
18561,3108,87,2024-04-27,2
18562,4867,177,2024-12-08,8
18563,2490,107,2024-08-02,5
18564,3110,47,2024-03-02,1
18565,1638,93,2024-09-06,2
18566,5046,95,2024-05-30,6
18567,5159,2,2024-09-11,6
18568,3820,146,2024-04-06,8
18569,5112,24,2024-09-05,3
18570,1842,14,2024-12-20,7
18571,4952,38,2024-10-31,2
18572,5059,41,2024-08-09,2
18573,4248,34,2024-07-21,1
18574,2217,68,2024-04-22,5
18575,1899,72,2024-02-25,8
18576,3223,166,2024-10-05,2
18577,2258,91,2024-10-18,8
18578,2515,191,2025-02-16,8
18579,1417,30,2024-03-13,5
18580,5547,67,2024-08-02,2
18581,3884,39,2024-09-28,7
18582,4827,157,2024-05-20,6
18583,5376,42,2024-03-23,3
18584,5340,177,2024-10-11,5
18585,1675,88,2025-01-08,6
18586,1103,92,2024-08-05,6
18587,3358,95,2024-05-23,3
18588,4994,19,2024-02-27,4
18589,5028,157,2024-12-22,8
18590,4709,33,2025-01-12,2
18591,5213,39,2024-05-21,5
18592,2496,165,2025-02-12,2
18593,5859,141,2024-10-17,6
18594,4393,145,2024-10-09,2
18595,4507,136,2024-06-29,1
18596,3786,45,2024-03-19,2
18597,3235,35,2024-08-07,2
18598,4660,145,2024-12-05,5
18599,5881,19,2024-08-29,2
18600,4733,50,2025-02-19,3
18601,5803,77,2024-03-14,5
18602,5892,150,2024-06-19,7
18603,5569,84,2024-06-29,4
18604,4526,164,2024-03-03,2
18605,4518,31,2024-11-22,4
18606,5778,18,2024-06-27,2
18607,5190,148,2024-11-26,7
18608,5832,190,2024-10-16,1
18609,3530,34,2025-01-04,2
18610,2914,22,2024-10-06,7
18611,3458,122,2024-09-16,8
18612,2151,178,2024-04-15,2
18613,4859,72,2025-02-10,1
18614,5138,150,2025-01-03,5
18615,5137,131,2024-04-08,1
18616,2511,173,2025-02-09,2
18617,4971,130,2024-11-08,1
18618,4916,154,2024-11-19,5
18619,4253,187,2024-11-27,6
18620,4750,1,2024-07-31,6
18621,1744,125,2024-08-09,2
18622,3766,53,2024-05-18,5
18623,4939,185,2024-11-08,1
18624,3512,80,2024-12-28,5
18625,2074,43,2024-03-29,6
18626,4218,146,2024-04-27,5
18627,5394,167,2024-12-11,1
18628,3193,31,2024-05-13,7
18629,1016,46,2024-06-07,3
18630,4554,1,2024-12-19,1
18631,1107,174,2024-05-18,1
18632,5315,129,2025-01-06,5
18633,3969,56,2024-12-17,1
18634,5467,46,2024-09-13,8
18635,4046,88,2025-02-11,4
18636,3858,183,2024-09-22,1
18637,5350,56,2024-09-13,4
18638,2429,78,2024-03-05,1
18639,3009,23,2024-06-18,4
18640,4102,48,2024-09-01,6
18641,4637,190,2024-07-02,2
18642,4472,136,2025-01-15,3
18643,4032,66,2025-02-17,5
18644,3922,5,2024-03-26,5
18645,5446,38,2024-11-01,5
18646,1879,97,2024-06-12,7
18647,3513,132,2024-10-29,4
18648,1311,167,2024-04-19,4
18649,2115,8,2024-03-13,4
18650,2322,93,2024-04-16,3
18651,4397,93,2024-07-12,7
18652,5376,37,2024-10-13,4
18653,1967,166,2025-01-01,2
18654,4190,120,2024-05-24,2
18655,1695,111,2024-07-24,5
18656,3615,188,2024-06-14,2
18657,1271,140,2024-07-11,1
18658,2412,104,2024-03-08,6
18659,4028,112,2025-01-18,2
18660,4125,59,2024-11-09,5
18661,2754,111,2024-04-16,8
18662,5937,19,2024-09-21,3
18663,2822,67,2024-04-28,2
18664,5336,168,2024-12-21,6
18665,4286,23,2024-11-26,8
18666,1361,144,2024-05-22,8
18667,4436,156,2024-04-01,7
18668,1734,50,2024-05-25,1
18669,1852,140,2024-05-29,3
18670,1860,44,2024-04-11,7
18671,5797,115,2024-08-21,3
18672,2351,18,2024-07-09,8
18673,5085,60,2024-12-13,1
18674,3884,168,2024-07-13,5
18675,4548,87,2024-08-09,4
18676,5919,143,2024-07-16,3
18677,5193,182,2024-08-19,5
18678,1327,127,2024-05-01,8
18679,3121,195,2024-10-12,8
18680,1994,63,2024-10-13,2
18681,2767,123,2024-03-15,7
18682,5429,183,2024-04-02,5
18683,2181,168,2024-11-24,2
18684,2965,138,2024-06-27,5
18685,3782,55,2024-06-12,3
18686,3906,96,2024-10-06,6
18687,1099,9,2024-02-29,3
18688,3780,73,2024-12-06,1
18689,1244,191,2024-06-09,8
18690,5038,109,2024-10-21,8
18691,2501,61,2024-05-30,2
18692,3710,59,2024-05-05,8
18693,4054,86,2025-02-01,5
18694,5463,66,2024-03-24,6
18695,4227,63,2024-09-09,4
18696,2048,45,2025-01-15,8
18697,5379,122,2024-11-20,5
18698,2316,33,2024-05-08,5
18699,2387,75,2024-10-28,7
18700,4921,26,2024-06-15,5
18701,2738,158,2024-05-26,6
18702,1422,16,2024-08-07,6
18703,4802,184,2025-01-27,6
18704,2412,138,2024-10-15,3
18705,4250,186,2024-07-13,5
18706,5571,133,2024-05-17,7
18707,3453,157,2025-02-09,3
18708,3084,39,2024-12-24,5
18709,5454,128,2024-03-23,2
18710,5654,112,2025-01-29,5
18711,4679,144,2024-03-05,4
18712,2351,128,2024-11-12,3
18713,3368,41,2024-10-30,6
18714,5834,112,2025-01-17,2
18715,4341,44,2024-04-20,8
18716,3573,37,2024-11-04,3
18717,5121,9,2024-10-04,2
18718,4845,34,2024-08-25,7
18719,1640,193,2024-08-25,1
18720,2575,82,2024-04-06,6
18721,4229,19,2024-11-09,8
18722,5270,50,2024-10-26,5
18723,1186,81,2024-04-01,3
18724,2319,167,2024-06-23,1
18725,1528,85,2024-02-26,4
18726,4260,16,2024-07-27,8
18727,4484,162,2024-04-17,4
18728,4020,47,2024-11-11,2
18729,5780,84,2024-10-04,4
18730,3234,38,2024-04-04,3
18731,2568,67,2024-11-07,5
18732,1575,74,2025-02-17,6
18733,3035,160,2024-08-19,8
18734,2325,172,2024-10-11,4
18735,5405,124,2024-04-09,7
18736,2213,191,2024-07-20,8
18737,2435,14,2025-02-04,3
18738,1538,35,2024-12-19,5
18739,5954,154,2024-06-30,1
18740,2575,132,2024-12-30,4
18741,1193,66,2024-03-15,3
18742,2187,129,2025-02-07,8
18743,5149,114,2024-08-13,7
18744,1475,130,2024-05-12,5
18745,5270,54,2025-01-17,1
18746,2814,132,2024-04-22,2
18747,5796,94,2024-09-04,3
18748,3438,68,2024-04-03,3
18749,4380,20,2025-01-11,1
18750,5553,101,2024-08-03,1
18751,2355,191,2024-04-14,6
18752,4401,87,2024-11-12,1
18753,4755,156,2024-10-15,3
18754,4530,21,2024-03-23,6
18755,1159,167,2024-12-04,8
18756,2838,174,2024-03-11,8
18757,5612,185,2024-11-29,4
18758,2026,91,2024-09-02,2
18759,1659,135,2024-08-27,2
18760,1678,19,2024-05-18,3
18761,5411,133,2025-01-03,6
18762,5047,183,2024-10-17,8
18763,4822,96,2024-04-20,2
18764,3376,173,2024-04-20,8
18765,1276,101,2024-03-29,7
18766,5548,111,2024-10-07,5
18767,2589,94,2024-09-20,1
18768,5582,169,2024-05-25,3
18769,5663,170,2024-07-23,7
18770,1246,160,2024-09-27,1
18771,1889,174,2025-02-03,8
18772,3212,132,2024-03-20,6
18773,5026,6,2024-12-21,2
18774,1001,195,2024-06-24,1
18775,3911,130,2024-08-09,5
18776,3185,149,2024-05-14,6
18777,5247,94,2024-11-09,4
18778,4252,91,2024-08-16,5
18779,4052,142,2024-08-06,1
18780,2511,29,2024-12-18,4
18781,4772,144,2024-08-25,6
18782,2129,113,2024-04-04,7
18783,1698,108,2024-12-16,8
18784,2089,124,2024-03-01,2
18785,3420,50,2024-07-08,1
18786,3629,132,2024-04-13,7
18787,4790,185,2024-09-26,2
18788,1686,16,2024-09-06,6
18789,3757,139,2024-11-11,1
18790,2843,191,2024-08-13,1
18791,2733,95,2024-08-27,5
18792,5836,184,2024-02-20,4
18793,5367,29,2024-08-09,6
18794,2973,175,2024-10-26,6
18795,1711,38,2024-06-12,1
18796,1325,38,2024-07-03,6
18797,5894,92,2025-01-15,7
18798,3968,99,2024-10-08,3
18799,4800,97,2024-12-03,8
18800,3595,72,2024-10-17,5
18801,2093,112,2025-01-11,7
18802,3956,54,2024-11-29,6
18803,1212,197,2024-03-22,1
18804,2582,102,2024-07-13,1
18805,4832,120,2025-01-20,4
18806,2444,153,2024-05-06,1
18807,5144,9,2024-03-12,2
18808,5327,149,2024-05-28,8
18809,1579,55,2024-06-05,7
18810,3998,66,2024-06-22,8
18811,2755,101,2024-03-10,1
18812,3980,70,2024-02-24,6
18813,4606,20,2024-12-30,7
18814,1422,78,2024-04-28,1
18815,1611,131,2024-02-22,1
18816,1446,108,2024-04-10,2
18817,1961,105,2024-12-17,8
18818,1131,44,2024-10-27,5
18819,3648,169,2024-07-15,3
18820,5080,153,2024-12-04,5
18821,3435,51,2024-12-29,2
18822,4730,15,2024-09-09,6
18823,5432,106,2024-05-24,7
18824,2025,156,2024-09-24,7
18825,2653,187,2024-08-29,5
18826,1538,68,2024-09-22,5
18827,5592,90,2024-10-15,5
18828,4084,45,2024-03-04,2
18829,1508,193,2025-01-29,3
18830,4925,106,2024-05-12,1
18831,1681,29,2024-12-05,7
18832,3613,156,2025-02-19,4
18833,5877,35,2024-06-19,8
18834,1760,13,2024-10-24,4
18835,5224,179,2024-07-03,3
18836,4148,197,2025-01-26,8
18837,3194,14,2024-03-12,2
18838,3547,73,2024-04-26,8
18839,5656,196,2024-10-07,5
18840,2223,194,2024-06-21,7
18841,4575,78,2024-09-02,2
18842,4024,3,2024-07-24,6
18843,4281,4,2024-08-13,5
18844,2072,173,2024-12-11,3
18845,1541,199,2024-07-23,8
18846,1511,15,2024-03-09,1
18847,5451,180,2024-05-22,3
18848,1345,196,2024-10-28,7
18849,5243,112,2024-12-18,6
18850,4370,76,2024-03-09,5
