EmployeeID,Quarter,PerformanceScore,CompletedProjects,OverdueTasks
5824,Q4,4,5,4
5132,Q2,3,1,2
4339,Q2,4,3,2
5883,Q1,1,4,0
2904,Q2,4,5,1
4197,Q1,2,2,3
3328,Q1,5,4,1
1731,Q1,5,6,4
1819,Q3,4,7,0
4982,Q2,2,6,3
3713,Q3,1,4,3
3677,Q1,5,9,1
2812,Q1,3,3,3
2216,Q3,4,4,3
4259,Q2,2,7,4
1794,Q2,1,7,4
1724,Q2,5,5,2
1853,Q4,2,7,1
2770,Q2,1,8,0
5783,Q2,2,5,4
4061,Q2,1,0,0
1293,Q3,2,7,1
4458,Q3,1,8,3
4985,Q4,1,5,0
2922,Q3,4,0,0
1101,Q2,2,7,3
5229,Q1,3,9,1
4451,Q2,5,1,1
5037,Q4,5,5,2
4681,Q2,1,4,1
3886,Q2,5,3,3
3943,Q3,3,5,0
4342,Q1,4,2,1
3362,Q4,4,5,2
4457,Q1,3,9,3
2124,Q4,3,2,3
2066,Q3,5,1,1
1338,Q3,1,6,4
2278,Q1,1,6,3
2245,Q2,2,0,2
4026,Q2,5,2,2
3177,Q4,2,2,2
2728,Q2,1,5,3
2337,Q2,4,7,3
2547,Q4,1,1,1
3844,Q1,1,8,0
3550,Q1,3,9,2
5961,Q3,5,6,3
4488,Q1,5,4,2
1468,Q3,4,5,0
5169,Q3,2,4,3
2127,Q1,2,0,4
5443,Q2,3,2,0
5489,Q3,2,4,3
5553,Q4,5,3,3
2217,Q4,3,8,4
5981,Q2,3,1,0
3988,Q1,2,2,0
2198,Q4,3,4,0
1209,Q2,2,4,0
1759,Q4,5,7,1
2811,Q3,1,5,1
4614,Q1,3,2,1
4770,Q1,1,2,1
4261,Q1,1,5,4
1907,Q2,2,0,2
3255,Q4,2,4,2
3325,Q2,3,9,2
3000,Q3,3,0,3
2712,Q4,5,0,2
5456,Q2,4,6,4
3305,Q3,1,1,0
1492,Q3,3,9,2
5597,Q4,2,8,4
4406,Q4,1,5,3
1838,Q4,2,1,1
4398,Q1,4,2,0
3427,Q2,2,6,3
3496,Q2,3,0,1
3327,Q1,2,2,4
5431,Q1,5,0,2
1576,Q4,1,6,1
3344,Q2,5,0,0
2374,Q1,5,0,2
5201,Q3,2,4,1
1792,Q1,2,3,1
2435,Q1,2,6,4
2695,Q1,5,8,1
1714,Q1,4,4,3
1066,Q4,1,8,4
2201,Q1,3,4,1
4217,Q3,5,1,0
4738,Q4,1,0,4
2107,Q3,3,9,0
4736,Q1,2,7,2
2790,Q2,1,8,2
2870,Q4,2,4,1
1387,Q1,4,2,2
2037,Q3,2,4,1
1127,Q2,4,7,1
3172,Q3,4,3,0
2925,Q4,1,1,4
1648,Q4,4,7,4
4282,Q1,2,9,1
4692,Q4,5,4,3
1475,Q1,3,3,3
2241,Q1,2,4,0
1352,Q3,2,5,1
5428,Q3,5,8,2
1013,Q3,2,9,0
2291,Q2,4,8,2
5524,Q3,5,8,3
5557,Q3,3,4,4
5024,Q1,4,7,4
1217,Q4,2,3,0
1108,Q4,4,5,1
5406,Q1,1,8,1
5706,Q2,4,7,1
5164,Q2,5,4,2
1934,Q2,1,9,4
4445,Q2,4,3,4
2903,Q1,4,8,2
1170,Q2,4,4,0
1022,Q4,1,3,0
1289,Q1,5,8,1
5395,Q4,5,0,3
2782,Q3,4,8,0
5572,Q2,2,9,4
2185,Q3,4,3,2
5517,Q1,1,1,0
1219,Q3,1,8,2
5598,Q3,5,0,1
2594,Q4,2,7,1
3944,Q1,3,0,1
3648,Q4,5,6,4
4489,Q2,1,8,2
1875,Q3,3,1,0
4030,Q3,4,4,0
2493,Q2,5,6,4
4719,Q2,3,0,4
1849,Q1,3,4,2
3924,Q2,5,9,4
2780,Q2,3,4,2
3317,Q2,1,5,2
1810,Q1,5,5,0
1741,Q4,4,0,2
3066,Q4,1,6,3
1431,Q3,4,9,3
4567,Q1,5,7,3
3580,Q1,4,5,3
1415,Q4,1,5,4
3594,Q4,5,6,0
4038,Q1,3,1,4
2003,Q4,2,9,1
3695,Q3,5,0,1
1949,Q3,4,0,1
1942,Q3,1,6,4
4512,Q1,4,6,1
4522,Q2,1,0,2
1692,Q3,1,6,3
4885,Q2,3,8,0
2080,Q3,1,7,1
1100,Q4,1,7,4
1590,Q2,4,6,3
4604,Q2,4,4,3
4464,Q3,2,4,1
1670,Q4,3,3,2
1994,Q1,5,6,4
5414,Q2,5,4,0
3896,Q4,2,1,2
5010,Q3,1,2,3
5250,Q4,2,4,4
2662,Q4,5,7,3
4882,Q3,4,9,1
1738,Q3,3,2,2
3975,Q3,4,3,0
2560,Q3,2,5,0
3783,Q4,5,9,3
5717,Q2,1,5,0
4521,Q3,1,0,4
3454,Q2,3,5,0
3174,Q4,3,1,3
5458,Q1,3,7,3
2037,Q3,4,2,0
4031,Q2,5,2,0
5081,Q2,4,2,0
1849,Q3,4,9,4
2292,Q2,5,2,0
3591,Q2,1,2,1
4368,Q2,5,3,2
3587,Q1,5,2,0
2493,Q2,5,9,4
1495,Q4,5,4,2
1670,Q3,1,8,3
1173,Q2,3,9,4
1110,Q2,5,7,3
4884,Q4,1,3,2
3945,Q2,2,8,4
5377,Q2,3,4,2
4725,Q1,1,0,4
2625,Q1,2,9,3
2365,Q2,4,1,4
4522,Q2,4,7,2
2367,Q4,5,4,0
4055,Q4,4,3,0
2339,Q3,5,9,0
5656,Q1,2,7,1
5313,Q1,1,0,2
3851,Q1,3,0,4
5976,Q4,3,3,3
1550,Q1,1,8,3
3908,Q2,5,1,4
3389,Q3,5,8,2
4076,Q3,5,0,2
1288,Q2,5,1,3
2847,Q3,2,8,0
1612,Q1,1,1,3
5353,Q2,5,2,0
5396,Q4,5,0,3
4069,Q1,2,9,0
3253,Q1,4,8,3
3280,Q2,4,5,4
4217,Q1,2,6,0
5094,Q4,1,2,4
2961,Q2,4,2,1
5404,Q4,5,2,1
4714,Q1,4,6,3
2255,Q2,1,4,4
2774,Q4,1,0,4
5985,Q3,3,2,2
3258,Q3,4,9,3
2799,Q4,3,5,4
4960,Q3,1,2,1
5973,Q3,2,3,2
1546,Q1,3,6,3
4656,Q2,5,8,0
5130,Q3,3,1,4
2811,Q1,1,9,0
5531,Q4,3,4,0
5340,Q1,5,1,0
5379,Q3,2,3,3
5211,Q2,2,5,1
3144,Q4,1,2,4
1833,Q2,2,6,3
2059,Q1,4,5,0
3445,Q3,5,5,1
2989,Q4,5,5,3
2129,Q3,5,2,0
3787,Q3,3,4,0
4011,Q4,4,8,4
2850,Q2,3,8,4
1259,Q1,1,8,1
4211,Q2,2,9,3
4034,Q2,5,4,4
2941,Q1,2,9,2
2744,Q1,5,7,3
4727,Q3,2,7,3
5049,Q3,3,0,4
1232,Q3,5,0,0
4785,Q2,4,7,4
1214,Q3,3,2,2
2612,Q1,4,7,3
2152,Q1,1,6,0
4663,Q3,1,4,4
1060,Q2,3,9,3
5741,Q1,1,7,0
5343,Q4,3,5,4
2353,Q4,3,4,0
4732,Q4,2,5,1
3340,Q1,1,1,0
2050,Q1,3,5,2
4621,Q1,3,0,3
3565,Q4,2,2,0
5297,Q2,4,7,3
1049,Q3,4,5,3
4968,Q4,4,4,3
1172,Q1,3,1,4
5099,Q2,3,0,0
5311,Q4,3,5,4
1480,Q1,1,2,4
4706,Q1,2,1,1
5235,Q2,2,6,3
3023,Q4,5,7,4
5514,Q4,5,9,1
2347,Q2,2,3,4
4794,Q3,3,8,0
3125,Q4,5,7,4
5153,Q3,4,8,1
4718,Q4,3,3,3
4229,Q2,4,2,2
3823,Q3,1,5,1
4486,Q2,4,2,1
2795,Q3,5,9,1
5723,Q2,2,8,1
4324,Q2,3,6,1
3069,Q2,1,5,4
1360,Q2,4,0,0
4961,Q1,2,0,4
3551,Q3,3,2,2
2933,Q2,3,4,0
5779,Q3,2,9,0
4581,Q1,2,2,1
1600,Q1,3,5,4
2605,Q2,3,6,3
1423,Q2,2,9,3
5888,Q2,3,0,1
1220,Q3,1,5,0
1879,Q1,1,8,0
1634,Q2,1,3,1
2149,Q2,1,0,4
3835,Q4,2,3,3
4823,Q3,4,3,0
1805,Q2,3,9,0
5479,Q3,1,3,4
4013,Q3,1,6,2
4754,Q2,2,2,4
1719,Q1,2,3,2
5023,Q4,3,8,0
3171,Q4,2,6,3
2565,Q4,1,9,3
5179,Q4,2,3,0
2974,Q4,1,8,4
4197,Q4,1,9,3
3266,Q4,5,6,4
1324,Q1,3,6,4
3922,Q2,5,7,2
5194,Q1,5,5,0
1122,Q4,5,8,4
1822,Q4,1,3,2
1568,Q4,2,9,2
1085,Q1,5,4,0
4245,Q2,5,7,4
4325,Q4,5,9,2
2441,Q3,1,6,3
5964,Q2,3,5,0
5243,Q3,2,8,4
5552,Q4,5,3,2
2106,Q2,3,7,2
4720,Q2,4,2,3
2392,Q4,5,6,2
4791,Q2,1,3,1
3095,Q2,2,6,4
4774,Q2,1,1,0
1006,Q4,1,5,1
3939,Q4,2,7,1
5263,Q1,1,8,0
1778,Q1,3,7,1
2091,Q4,3,3,4
4351,Q2,2,7,2
1732,Q1,2,5,4
1661,Q3,3,9,0
3565,Q1,4,0,3
2126,Q3,5,2,1
3608,Q4,1,9,0
5793,Q3,5,4,1
1610,Q4,2,6,4
3446,Q2,3,0,2
1466,Q3,5,4,1
3211,Q3,4,2,3
5935,Q1,3,5,0
5506,Q1,2,3,2
4241,Q3,1,8,3
5793,Q1,5,1,4
3652,Q3,1,8,3
5934,Q2,4,4,4
4032,Q1,4,2,1
3096,Q1,1,9,4
5175,Q2,5,7,0
1905,Q3,1,5,2
1300,Q3,4,8,2
5668,Q3,1,2,3
3132,Q2,2,3,1
1536,Q4,4,5,0
1461,Q1,2,4,2
4191,Q4,5,7,4
5989,Q3,1,8,0
2778,Q3,1,1,1
2963,Q1,1,4,3
5231,Q1,1,2,0
2961,Q3,1,1,3
1410,Q1,2,8,1
4910,Q1,5,9,1
1814,Q2,1,0,4
1406,Q1,3,6,0
1273,Q3,4,6,2
1044,Q2,2,8,0
3932,Q4,2,7,3
1223,Q3,1,3,0
2076,Q3,5,7,3
2481,Q3,5,2,0
3866,Q2,3,7,2
1892,Q2,1,7,4
2124,Q3,3,0,1
5660,Q4,3,2,0
3500,Q4,1,6,0
4657,Q1,4,5,2
3361,Q2,2,9,0
1899,Q3,4,5,4
5726,Q4,3,7,0
3842,Q4,2,1,0
5517,Q3,5,3,1
4379,Q1,2,6,0
5231,Q4,1,2,4
3047,Q4,4,7,1
2858,Q3,4,3,4
4113,Q2,3,1,1
5363,Q4,2,1,4
2438,Q3,3,0,0
2726,Q3,2,7,1
2646,Q2,4,4,1
4065,Q2,2,7,2
3101,Q3,5,9,2
2873,Q4,2,8,4
1028,Q1,2,9,2
1479,Q2,4,0,0
4563,Q4,2,9,1
2729,Q3,5,6,3
4895,Q4,2,0,3
4372,Q2,4,2,3
4277,Q1,3,9,3
5167,Q4,4,2,1
1399,Q2,1,0,2
1746,Q4,2,7,1
1801,Q1,2,0,2
3479,Q4,5,5,3
5091,Q3,5,6,2
3762,Q3,2,3,0
5708,Q4,5,0,1
5818,Q1,3,5,2
5185,Q1,2,3,3
2154,Q2,3,7,4
2568,Q2,5,0,4
1736,Q3,1,0,4
4780,Q2,1,4,0
2915,Q3,1,3,4
2966,Q1,4,4,2
2370,Q3,2,3,2
1887,Q1,3,8,1
2661,Q4,1,1,4
1542,Q2,3,6,1
2912,Q4,5,6,0
2227,Q2,3,3,1
4617,Q4,1,5,1
5240,Q3,4,2,3
5825,Q3,2,2,3
1638,Q4,4,2,2
3291,Q3,3,6,0
1788,Q3,3,9,1
5854,Q4,5,3,1
1595,Q2,1,7,1
4887,Q2,2,8,4
2642,Q3,4,8,3
2572,Q1,2,4,2
2309,Q1,4,2,0
5824,Q4,2,8,1
1043,Q1,5,5,1
2424,Q2,2,9,4
2563,Q4,5,8,3
3451,Q3,1,9,1
4719,Q1,4,3,1
2668,Q4,2,8,4
5248,Q2,3,0,4
4357,Q4,4,4,0
2306,Q3,5,2,4
2480,Q3,5,4,2
1493,Q1,3,8,1
1449,Q4,1,9,0
5995,Q4,2,8,0
5637,Q1,1,9,1
3572,Q2,4,2,3
2789,Q3,1,9,3
5722,Q1,2,9,1
4569,Q1,1,5,0
3943,Q2,2,5,4
1071,Q4,2,2,2
4683,Q3,3,2,2
1717,Q3,4,4,3
4959,Q1,3,3,1
3975,Q4,4,7,1
3239,Q2,1,6,3
5265,Q2,1,6,0
1814,Q2,2,4,0
3962,Q3,1,2,0
5831,Q1,5,5,3
2362,Q1,3,4,2
2091,Q1,1,6,3
1221,Q3,2,8,1
1064,Q1,2,2,3
3006,Q4,3,0,2
2160,Q4,4,6,1
5369,Q1,3,5,2
1970,Q1,2,6,2
4895,Q4,5,8,0
5837,Q2,3,5,2
4492,Q4,2,7,4
5765,Q3,4,1,1
2570,Q2,4,6,3
3745,Q3,3,4,1
4915,Q1,1,9,3
1799,Q3,1,1,3
5226,Q4,5,3,4
5989,Q2,4,5,4
3245,Q2,5,3,4
3756,Q2,3,7,1
4688,Q4,1,4,1
4008,Q3,5,5,1
3541,Q4,1,7,1
1375,Q2,3,2,2
2047,Q4,1,4,0
2135,Q2,3,7,0
1752,Q1,5,8,2
3901,Q1,4,1,2
5611,Q4,2,0,4
5952,Q2,3,0,4
3567,Q2,3,0,1
1380,Q4,4,3,3
1908,Q4,5,9,3
4166,Q4,2,7,1
2079,Q2,1,3,3
5431,Q2,3,5,0
3836,Q4,5,2,1
4948,Q4,1,4,0
4356,Q1,5,5,3
5010,Q4,3,6,1
3663,Q1,4,0,0
4496,Q1,3,2,1
3854,Q2,4,5,4
4792,Q3,2,1,0
2753,Q1,2,5,1
5164,Q4,1,1,1
5046,Q2,1,5,3
3323,Q2,2,3,4
1137,Q3,1,7,1
3509,Q4,1,0,1
5732,Q2,3,3,0
1472,Q2,5,6,2
4594,Q1,1,8,1
5235,Q4,3,9,2
1599,Q2,1,0,2
2655,Q4,2,9,4
2235,Q4,5,1,1
1820,Q3,2,7,4
4250,Q3,5,3,0
3449,Q3,1,9,1
1556,Q2,4,4,4
1966,Q2,3,2,3
5850,Q3,3,4,2
2918,Q4,2,9,1
2405,Q3,5,9,1
1435,Q3,3,3,2
5689,Q1,1,5,0
3517,Q3,3,1,4
1093,Q3,4,6,4
2776,Q3,1,0,2
4978,Q3,3,7,4
1113,Q1,2,5,2
4235,Q2,2,9,4
4898,Q3,2,9,0
4039,Q2,5,7,0
5499,Q3,4,3,0
1934,Q4,1,3,0
1685,Q2,3,8,4
3827,Q3,1,3,2
5620,Q4,2,4,1
1883,Q1,3,6,0
5487,Q4,3,0,4
3425,Q3,5,6,2
3007,Q3,2,3,4
5827,Q2,1,8,0
3679,Q3,2,4,0
4081,Q2,5,3,2
3532,Q1,5,5,4
2651,Q4,3,1,2
1102,Q3,1,8,3
2405,Q4,5,7,4
4493,Q4,4,7,2
3667,Q3,4,9,4
2109,Q3,3,4,0
3390,Q4,4,8,1
5259,Q3,2,5,3
5447,Q1,5,2,1
4768,Q2,5,5,0
5678,Q1,5,1,0
2753,Q3,5,2,3
5632,Q1,3,7,1
2107,Q3,4,3,2
1365,Q1,3,9,0
5239,Q4,1,5,0
1740,Q1,3,2,2
5775,Q1,4,6,4
5324,Q4,1,9,2
2885,Q3,3,9,1
1212,Q2,3,3,0
4885,Q1,2,0,3
2526,Q3,3,1,4
1487,Q4,2,7,0
3990,Q2,2,4,4
3472,Q1,4,3,3
2519,Q1,4,9,0
4811,Q3,2,9,2
5451,Q2,1,8,0
4689,Q2,4,8,3
5405,Q1,4,5,4
1141,Q1,2,5,0
4960,Q3,3,5,4
4457,Q3,2,3,2
2013,Q1,3,7,1
5902,Q1,3,0,1
5917,Q1,3,9,0
1051,Q2,3,8,0
4747,Q2,5,7,3
3982,Q3,2,8,3
1773,Q3,3,1,3
1202,Q3,5,9,0
3699,Q1,3,6,2
5106,Q1,2,0,4
1634,Q1,1,7,2
3681,Q1,1,4,2
5674,Q3,4,0,3
2896,Q4,2,8,2
3917,Q1,3,4,3
4590,Q1,3,2,4
5080,Q4,1,0,1
3900,Q3,2,1,1
2332,Q1,3,1,3
2007,Q4,5,3,4
4943,Q1,3,9,1
5619,Q3,4,4,0
4499,Q3,1,3,0
1897,Q3,5,5,3
1776,Q2,2,8,3
3370,Q1,2,6,1
2183,Q2,5,7,3
3348,Q1,1,4,0
3279,Q1,4,7,3
2288,Q1,4,0,3
2957,Q1,5,7,4
3383,Q3,1,8,1
4153,Q4,1,3,3
3433,Q3,3,8,4
4208,Q3,3,7,2
4242,Q2,1,7,3
5743,Q2,1,7,4
5936,Q1,1,9,0
5978,Q2,1,0,1
1684,Q3,3,1,1
2696,Q3,1,6,1
5225,Q4,4,1,4
2691,Q2,5,5,4
4803,Q1,3,9,0
1801,Q4,4,4,0
5603,Q1,3,4,4
1840,Q2,4,0,3
1023,Q2,5,1,1
3526,Q4,3,7,2
2314,Q4,2,3,0
1478,Q1,2,3,4
1487,Q4,4,2,2
3225,Q4,3,3,3
4347,Q3,2,0,2
4126,Q1,1,8,4
5638,Q1,4,5,0
4472,Q1,2,4,3
1234,Q4,3,5,2
5789,Q2,3,7,1
1641,Q1,1,5,1
2652,Q2,5,5,4
2229,Q4,2,1,0
2863,Q4,3,0,4
5884,Q3,1,2,2
4258,Q3,1,2,1
3343,Q4,5,2,0
5504,Q1,5,5,0
2660,Q1,3,4,0
3020,Q3,5,9,3
4853,Q3,1,9,2
2476,Q1,4,9,0
1070,Q3,2,8,3
5761,Q4,3,6,1
4652,Q4,4,2,1
2099,Q1,4,7,1
3763,Q1,4,5,1
1400,Q3,5,0,2
5292,Q1,5,8,4
5183,Q2,1,8,3
4450,Q1,3,8,2
5835,Q3,4,5,1
2236,Q3,2,4,1
4440,Q1,3,9,0
4737,Q3,4,2,3
4022,Q3,5,8,1
5310,Q1,4,2,0
2263,Q1,3,9,2
3048,Q1,3,9,2
4891,Q3,5,0,2
5420,Q2,2,4,4
2283,Q3,3,6,4
3865,Q2,5,4,3
1555,Q4,4,5,2
4248,Q3,5,8,2
1572,Q1,5,2,3
3428,Q1,1,6,2
5238,Q4,3,1,3
1260,Q4,4,2,1
5098,Q2,1,3,3
2515,Q3,1,6,3
3138,Q1,5,5,3
5405,Q1,4,7,0
1089,Q1,4,1,2
1229,Q3,2,3,0
3171,Q3,2,6,0
5995,Q1,3,9,0
3050,Q2,2,6,3
1106,Q3,2,0,4
5410,Q3,3,7,1
5885,Q2,4,1,3
5642,Q1,3,7,0
4000,Q4,5,9,4
1195,Q1,4,1,2
4762,Q4,3,7,1
1912,Q2,5,6,0
4942,Q1,4,3,0
3511,Q2,4,4,2
5391,Q2,1,3,3
1953,Q4,4,3,2
2917,Q1,5,5,1
3188,Q1,3,3,0
5089,Q4,2,2,1
1013,Q3,1,2,3
2236,Q3,3,8,2
1153,Q3,5,7,0
5972,Q3,4,7,4
5589,Q1,3,7,2
1035,Q2,2,8,1
2809,Q1,4,1,1
5645,Q4,2,2,4
5930,Q1,3,9,3
4823,Q3,4,9,4
2050,Q4,5,5,0
4446,Q2,5,9,0
5186,Q2,3,8,3
3563,Q4,5,5,3
5494,Q3,5,1,2
5332,Q3,1,1,2
2188,Q3,4,7,2
4602,Q4,4,5,3
1855,Q4,2,2,4
3037,Q1,2,6,4
3382,Q2,3,5,2
4558,Q3,1,5,1
3201,Q4,4,9,3
5071,Q3,4,9,2
4446,Q2,2,6,0
5189,Q2,1,2,2
5623,Q3,3,5,3
1790,Q1,4,3,1
3629,Q4,4,4,1
5910,Q4,2,7,3
4627,Q1,1,8,2
1230,Q1,3,9,2
1001,Q2,5,6,3
1086,Q1,3,8,1
1058,Q2,2,3,2
4568,Q4,1,6,4
5532,Q4,2,0,4
4257,Q1,2,4,2
5615,Q2,4,0,0
4898,Q1,3,5,1
2514,Q4,2,6,2
1318,Q2,4,9,2
2014,Q3,4,2,3
3046,Q2,4,0,2
1445,Q2,4,9,0
1040,Q2,4,1,2
4216,Q4,1,1,3
5192,Q2,2,1,1
5426,Q2,1,9,3
5568,Q3,3,4,0
2607,Q4,4,7,1
2212,Q3,3,5,3
4962,Q1,1,8,3
1894,Q1,3,5,4
3746,Q3,5,8,3
2647,Q4,5,9,0
1155,Q1,5,7,4
4679,Q1,4,2,1
1025,Q2,1,5,3
4983,Q2,5,6,1
3099,Q1,1,5,0
3441,Q1,2,2,0
2187,Q3,5,8,0
4209,Q1,1,1,3
5580,Q4,1,5,1
1851,Q1,4,4,0
5525,Q1,2,2,0
5865,Q4,5,3,3
3791,Q3,1,9,2
2200,Q4,1,2,1
3250,Q3,2,7,2
3956,Q2,5,0,1
1444,Q2,2,6,2
2759,Q3,5,7,0
3995,Q2,1,0,4
1116,Q1,4,5,3
2784,Q4,4,2,2
4991,Q4,3,3,2
2518,Q2,3,4,2
2997,Q4,3,1,2
3038,Q1,2,8,3
3904,Q1,4,4,3
4315,Q3,3,7,3
5748,Q4,3,8,3
3314,Q3,5,3,1
2979,Q2,3,4,4
1639,Q1,2,3,1
4094,Q4,4,0,1
1533,Q1,2,8,2
3622,Q2,2,4,0
3947,Q1,4,7,2
1459,Q1,3,0,3
2410,Q3,4,7,1
2449,Q3,3,8,2
1948,Q1,4,5,1
2676,Q2,2,2,0
3179,Q2,1,7,1
5111,Q4,3,4,2
3516,Q2,4,9,0
4875,Q3,2,0,2
3520,Q1,3,3,2
2178,Q4,3,8,3
3478,Q3,5,5,2
5330,Q2,1,2,0
2415,Q2,3,7,4
4055,Q1,4,1,3
2539,Q4,1,8,0
3456,Q2,2,9,3
5067,Q4,5,1,4
2091,Q4,1,0,4
5837,Q3,4,0,4
2539,Q3,2,6,0
5071,Q1,5,1,3
3400,Q4,2,5,2
4157,Q2,3,3,2
3635,Q3,4,2,4
4931,Q3,1,3,1
4966,Q4,3,0,3
3882,Q2,1,3,4
4503,Q2,4,1,0
5729,Q3,3,2,1
3101,Q4,1,6,4
1014,Q1,4,9,4
4693,Q2,3,1,3
4811,Q3,3,8,1
1218,Q1,2,7,0
4892,Q4,3,1,3
4756,Q4,3,2,0
5045,Q2,2,2,1
3732,Q1,3,0,4
1121,Q3,4,6,0
3778,Q1,2,2,4
5973,Q1,2,1,1
1537,Q4,3,6,2
1701,Q3,4,0,4
3731,Q2,1,0,1
3387,Q1,3,2,2
1408,Q3,2,6,0
3140,Q3,4,6,2
5013,Q1,5,9,3
1702,Q4,3,4,1
5931,Q1,5,7,4
2372,Q3,2,5,0
3727,Q2,3,5,2
4082,Q4,3,5,1
2022,Q3,2,6,4
2500,Q4,2,3,4
5219,Q2,4,1,1
2522,Q4,4,7,0
2131,Q4,1,2,2
3766,Q2,5,2,2
3393,Q4,1,0,3
3862,Q1,3,5,4
4585,Q4,3,9,2
5794,Q3,5,9,2
2104,Q1,2,8,3
5327,Q1,3,1,2
1985,Q1,5,1,3
3606,Q3,3,9,2
4317,Q2,1,5,0
5715,Q4,3,6,4
3967,Q1,5,4,2
2528,Q2,4,8,1
5669,Q1,1,8,3
3489,Q4,5,6,4
3517,Q4,3,2,0
3449,Q4,2,7,0
1460,Q2,2,9,0
1397,Q3,1,6,0
3138,Q2,3,7,0
4716,Q4,2,0,1
3176,Q3,2,0,3
1300,Q3,1,6,3
4782,Q2,2,6,2
5142,Q4,2,3,0
5211,Q1,5,3,3
2211,Q4,2,6,4
1949,Q4,5,5,4
2096,Q3,2,9,3
4087,Q2,1,1,3
1368,Q2,2,4,0
5178,Q4,4,3,0
3194,Q3,1,7,3
1378,Q3,2,0,4
4868,Q2,1,7,4
5777,Q4,3,6,0
3215,Q1,3,3,1
1399,Q2,4,5,2
5222,Q3,3,2,0
1310,Q3,1,8,0
4363,Q4,5,3,2
2329,Q2,3,7,4
4866,Q1,1,5,2
5450,Q3,5,7,2
3042,Q3,4,2,3
1516,Q1,1,0,3
1167,Q3,3,7,3
2733,Q1,2,9,2
2199,Q2,4,0,3
2492,Q1,3,0,1
2893,Q2,1,3,3
4039,Q4,2,9,4
4941,Q4,5,2,4
2649,Q3,2,5,1
4163,Q2,4,7,2
5207,Q1,3,1,3
4334,Q2,4,2,3
3136,Q1,1,0,0
3602,Q1,2,4,3
4377,Q2,4,3,2
3951,Q3,2,9,1
4377,Q4,5,4,4
1666,Q3,1,5,0
3818,Q2,2,3,2
5276,Q1,3,9,3
4950,Q4,2,0,1
1355,Q2,5,2,0
4274,Q2,2,4,0
4001,Q3,5,9,2
3718,Q1,3,9,4
3251,Q2,1,5,4
4218,Q1,2,6,0
1266,Q4,4,4,0
3693,Q2,4,4,2
4815,Q2,5,1,2
5808,Q1,1,0,0
1991,Q1,4,5,4
2127,Q1,4,9,1
2385,Q1,1,7,4
3178,Q2,4,5,1
3818,Q1,4,6,1
2112,Q3,5,2,1
5606,Q2,1,3,2
4002,Q2,1,0,1
2826,Q1,3,5,2
5963,Q3,1,7,4
1188,Q2,2,6,3
1574,Q3,1,6,0
5581,Q3,5,5,4
5380,Q1,1,2,3
1608,Q2,4,1,2
3598,Q3,5,7,0
1479,Q4,4,3,0
2891,Q3,4,3,2
1363,Q1,3,6,4
5050,Q2,1,7,3
1839,Q3,1,3,3
3190,Q4,4,2,4
5210,Q2,5,2,2
4232,Q2,3,9,3
2115,Q2,4,9,4
5825,Q3,1,5,2
2166,Q1,3,2,2
2483,Q2,5,6,3
5983,Q3,2,8,3
2120,Q4,1,4,0
4242,Q3,5,4,0
3861,Q1,1,0,4
4204,Q2,1,2,1
2258,Q4,2,6,1
5760,Q1,2,0,1
2234,Q3,3,8,0
5500,Q4,3,0,2
1059,Q4,3,4,0
4534,Q2,5,6,2
1592,Q3,4,3,0
2065,Q4,3,7,4
3163,Q3,4,1,0
1142,Q3,1,9,4
4320,Q1,5,0,4
2164,Q1,1,1,1
5379,Q3,5,4,2
2308,Q2,2,3,2
4530,Q2,1,2,1
2644,Q3,1,1,4
5515,Q1,3,6,0
4635,Q4,5,3,2
5230,Q4,3,2,3
3341,Q1,2,3,4
5741,Q4,1,0,2
4000,Q4,3,0,0
4899,Q3,4,0,2
5007,Q4,4,9,1
5325,Q2,1,9,0
3355,Q2,2,8,1
5190,Q2,3,0,0
3690,Q3,5,3,0
1287,Q1,1,2,0
5013,Q3,1,7,3
4761,Q2,3,2,1
5407,Q1,2,6,4
3959,Q4,2,0,3
5347,Q3,4,1,3
5106,Q1,1,7,2
4077,Q2,4,6,4
4802,Q2,2,5,4
3460,Q1,5,5,2
5389,Q1,2,3,4
1899,Q4,2,4,2
3186,Q3,3,8,3
1969,Q1,5,7,2
3321,Q4,4,1,4
2352,Q1,4,5,0
5577,Q1,3,0,3
2741,Q3,1,1,1
1716,Q1,1,3,0
1576,Q3,3,5,0
2731,Q1,1,9,2
5037,Q3,2,8,1
2395,Q3,3,3,1
2181,Q4,2,1,1
3913,Q1,4,9,3
2859,Q3,2,4,2
1985,Q2,1,7,1
5797,Q4,3,1,4
2975,Q2,1,7,4
3443,Q1,4,6,0
2287,Q4,3,5,3
4418,Q1,5,1,0
2979,Q2,5,4,1
4560,Q1,3,7,4
2689,Q4,3,1,4
1848,Q1,4,4,1
2972,Q4,2,1,1
5998,Q4,1,6,1
1664,Q1,2,3,3
3295,Q3,4,3,4
2871,Q1,3,9,0
2392,Q2,3,5,0
5400,Q2,2,0,0
5253,Q2,5,8,4
2892,Q2,1,2,2
4699,Q2,1,0,3
3634,Q4,4,9,4
1456,Q3,3,6,3
1063,Q3,2,9,3
5462,Q1,1,5,4
2824,Q3,3,1,1
1359,Q3,4,4,0
1456,Q4,4,2,3
1169,Q4,2,9,1
1714,Q3,5,8,2
4680,Q3,4,0,2
2030,Q2,1,5,1
3025,Q3,5,3,2
2024,Q3,3,6,0
